ANY,Codi municipi,Nom municipi,Comarca,Província,Núm instal·lacions,Potència (kW),Producció bruta (kWh),Consums propis (kWh),Producció neta (kWh),Consums bombament (kWh),Produccció disponible (kWh),Autoconsum (kWh),Vendes a la xarxa (kWh),Distribució pròpia (kWh),Energia tèrmica recuperada (Kcal)
2012,43009,ALFORJA,BAIX CAMP,TARRAGONA,1,20,SE,SE,SE,SE,SE,SE,SE,SE,SE
2013,43009,ALFORJA,BAIX CAMP,TARRAGONA,1,20,SE,SE,SE,SE,SE,SE,SE,SE,SE
2014,43009,ALFORJA,BAIX CAMP,TARRAGONA,1,20,SE,SE,SE,SE,SE,SE,SE,SE,SE
2015,43009,ALFORJA,BAIX CAMP,TARRAGONA,1,20,SE,SE,SE,SE,SE,SE,SE,SE,SE
2016,43009,ALFORJA,BAIX CAMP,TARRAGONA,1,20,SE,SE,SE,SE,SE,SE,SE,SE,SE
2017,43009,ALFORJA,BAIX CAMP,TARRAGONA,1,20,SE,SE,SE,SE,SE,SE,SE,SE,SE
2018,43009,ALFORJA,BAIX CAMP,TARRAGONA,1,20,SE,SE,SE,SE,SE,SE,SE,SE,SE
2010,25015,ALGERRI,NOGUERA,LLEIDA,6,596.3,"930,459.00",0,"930,459.00",0,"930,459.00",0,"930,459.00",0,0
2011,25015,ALGERRI,NOGUERA,LLEIDA,6,596.3,"982,589.00",0,"982,589.00",0,"982,589.00",0,"982,589.00",0,0
2012,25015,ALGERRI,NOGUERA,LLEIDA,6,596.3,"994,050.00",0,"994,050.00",0,"994,050.00",0,"994,050.00",0,0
2013,25015,ALGERRI,NOGUERA,LLEIDA,6,596.3,"971,598.00",0,"971,598.00",0,"971,598.00",0,"971,598.00",0,0
2014,25015,ALGERRI,NOGUERA,LLEIDA,6,596.3,"879,151.00",0,"879,151.00",0,"879,151.00",0,"879,151.00",0,0
2015,25015,ALGERRI,NOGUERA,LLEIDA,6,596.3,"923,872.00",0,"923,872.00",0,"923,872.00",0,"923,872.00",0,0
2016,25015,ALGERRI,NOGUERA,LLEIDA,6,596.3,0,0,0,0,0,0,0,0,0
2017,25015,ALGERRI,NOGUERA,LLEIDA,6,596.3,0,0,0,0,0,0,0,0,0
2018,25015,ALGERRI,NOGUERA,LLEIDA,6,596.3,0,0,0,0,0,0,0,0,0
2010,25016,ALGUAIRE,SEGRIA,LLEIDA,6,9716,"73,861,251.00","2,454,704.00","71,406,547.00",0,"71,406,547.00","17,167,188.00","54,239,359.00",0,"91,929,700,000.00"
2011,25016,ALGUAIRE,SEGRIA,LLEIDA,6,10946,"77,683,565.00","5,625,903.00","72,057,662.00",0,"72,057,662.00","16,607,264.00","55,450,398.00",0,"106,978,264,660.00"
2012,25016,ALGUAIRE,SEGRIA,LLEIDA,6,10946,"77,230,422.00","5,621,403.00","71,609,019.00",0,"71,609,019.00","8,112,900.00","63,496,119.00",0,"104,198,022,260.00"
2013,25016,ALGUAIRE,SEGRIA,LLEIDA,6,9716,"59,657,269.00","4,281,597.00","55,375,672.00",0,"55,375,672.00",0,"55,375,672.00",0,"78,948,620,000.00"
2014,25016,ALGUAIRE,SEGRIA,LLEIDA,7,10016,"50,564,421.00","3,725,047.00","46,839,374.00",0,"46,839,374.00",0,"46,839,374.00",0,"83,878,390,000.00"
2015,25016,ALGUAIRE,SEGRIA,LLEIDA,7,10016,"55,076,990.00","4,000,075.00","51,076,915.00",0,"51,076,915.00",0,"51,076,915.00",0,"86,774,830,000.00"
2016,25016,ALGUAIRE,SEGRIA,LLEIDA,7,10016,"44,923,444.00","3,063,765.00","41,859,679.00",0,"41,859,679.00",0,"41,859,679.00",0,"73,009,348,000.00"
2017,25016,ALGUAIRE,SEGRIA,LLEIDA,6,9361,"68,114,230.00","3,181,427.00","64,932,803.00",0,"64,932,803.00",0,"64,932,803.00",0,"94,695,460,000.00"
2018,25016,ALGUAIRE,SEGRIA,LLEIDA,6,9361,"56,411,023.00","2,608,264.00","53,802,759.00",0,"53,802,759.00",0,"53,802,759.00",0,"82,508,374,000.00"
2010,25017,ALINS,PALLARS SOBIRA,LLEIDA,1,20,SE,SE,SE,SE,SE,SE,SE,SE,SE
2011,25017,ALINS,PALLARS SOBIRA,LLEIDA,1,20,SE,SE,SE,SE,SE,SE,SE,SE,SE
2012,25017,ALINS,PALLARS SOBIRA,LLEIDA,1,20,SE,SE,SE,SE,SE,SE,SE,SE,SE
2013,25017,ALINS,PALLARS SOBIRA,LLEIDA,1,20,SE,SE,SE,SE,SE,SE,SE,SE,SE
2014,25017,ALINS,PALLARS SOBIRA,LLEIDA,1,20,SE,SE,SE,SE,SE,SE,SE,SE,SE
2015,25017,ALINS,PALLARS SOBIRA,LLEIDA,1,20,SE,SE,SE,SE,SE,SE,SE,SE,SE
2016,25017,ALINS,PALLARS SOBIRA,LLEIDA,1,20,SE,SE,SE,SE,SE,SE,SE,SE,SE
2017,25017,ALINS,PALLARS SOBIRA,LLEIDA,1,20,SE,SE,SE,SE,SE,SE,SE,SE,SE
2018,25017,ALINS,PALLARS SOBIRA,LLEIDA,1,20,SE,SE,SE,SE,SE,SE,SE,SE,SE
2010,25019,ALMACELLES,SEGRIA,LLEIDA,7,9604,"28,736,434.00","220,485.00","28,515,949.00",0,"28,515,949.00","4,024,622.00","24,491,327.00",0,"18,083,067,000.00"
2011,25019,ALMACELLES,SEGRIA,LLEIDA,7,9604,"27,463,271.00","292,613.00","27,170,658.00",0,"27,170,658.00","2,844,151.00","24,326,507.00",0,"17,346,014,000.00"
2012,25019,ALMACELLES,SEGRIA,LLEIDA,7,9604,"31,349,817.00","429,640.00","30,920,177.00",0,"30,920,177.00","3,034,769.00","27,885,408.00",0,"19,245,869,480.00"
2013,25019,ALMACELLES,SEGRIA,LLEIDA,7,9604,"29,249,866.00","454,510.00","28,795,356.00",0,"28,795,356.00","2,958,365.00","25,836,991.00",0,"17,150,539,680.00"
2014,25019,ALMACELLES,SEGRIA,LLEIDA,7,9604,"29,997,171.00","327,320.00","29,669,851.00",0,"29,669,851.00","3,167,518.00","26,502,333.00",0,"17,081,018,600.00"
2015,25019,ALMACELLES,SEGRIA,LLEIDA,8,9679,"29,160,767.00","369,517.00","28,791,250.00",0,"28,791,250.00","3,422,472.00","25,368,778.00",0,"17,234,243,480.00"
2016,25019,ALMACELLES,SEGRIA,LLEIDA,8,9679,"33,317,315.00","327,164.00","32,990,151.00",0,"32,990,151.00","4,107,421.00","28,882,730.00",0,"20,172,396,440.00"
2017,25019,ALMACELLES,SEGRIA,LLEIDA,6,8629,"34,009,233.00","466,870.00","33,542,363.00",0,"33,542,363.00","4,622,553.00","28,919,810.00",0,"21,144,962,600.00"
2018,25019,ALMACELLES,SEGRIA,LLEIDA,6,8629,"36,300,136.00","574,376.00","35,725,760.00",0,"35,725,760.00","4,072,333.00","31,653,427.00",0,"23,188,244,800.00"
2010,25020,ALMATRET,SEGRIA,LLEIDA,3,49506.6,"14,509,267.00","428,869.00","14,080,398.00",0,"14,080,398.00",0,"14,080,398.00",0,0
2011,25020,ALMATRET,SEGRIA,LLEIDA,3,49506.6,"117,043,324.00","3,857,856.00","113,185,468.00",0,"113,185,468.00",0,"113,185,468.00",0,0
2012,25020,ALMATRET,SEGRIA,LLEIDA,5,106506.6,"139,611,374.00","4,326,245.00","135,285,129.00",0,"135,285,129.00",0,"135,285,129.00",0,0
2013,25020,ALMATRET,SEGRIA,LLEIDA,5,106506.6,"273,773,777.00","4,759,084.00","269,014,693.00",0,"269,014,693.00",0,"269,014,693.00",0,0
2014,25020,ALMATRET,SEGRIA,LLEIDA,5,106506.6,"255,587,986.00","5,906,837.00","249,681,149.00",0,"249,681,149.00",0,"249,681,149.00",0,0
2015,25020,ALMATRET,SEGRIA,LLEIDA,5,106506.6,"243,483,704.00","5,581,284.00","237,902,420.00",0,"237,902,420.00",0,"237,902,420.00",0,0
2016,25020,ALMATRET,SEGRIA,LLEIDA,5,106506.6,"246,102,916.00","5,709,644.00","240,393,272.00",0,"240,393,272.00",0,"240,393,272.00",0,0
2017,25020,ALMATRET,SEGRIA,LLEIDA,5,106506.6,"258,080,739.00","6,011,874.00","252,068,865.00",0,"252,068,865.00",0,"252,068,865.00",0,0
2018,25020,ALMATRET,SEGRIA,LLEIDA,5,106506.6,"224,932,481.00","4,938,632.00","219,993,849.00",0,"219,993,849.00",0,"219,993,849.00",0,0
2010,25021,ALMENAR,SEGRIA,LLEIDA,2,432,SE,SE,SE,SE,SE,SE,SE,SE,SE
2011,25021,ALMENAR,SEGRIA,LLEIDA,2,432,SE,SE,SE,SE,SE,SE,SE,SE,SE
2012,25021,ALMENAR,SEGRIA,LLEIDA,2,432,SE,SE,SE,SE,SE,SE,SE,SE,SE
2013,25021,ALMENAR,SEGRIA,LLEIDA,5,3472,"3,969,053.00","152,110.00","3,816,943.00",0,"2,834,943.00",0,"2,834,943.00",0,0
2014,25021,ALMENAR,SEGRIA,LLEIDA,5,3472,"12,131,179.00","555,479.00","11,575,700.00",0,"10,468,700.00",0,"10,468,700.00",0,0
2015,25021,ALMENAR,SEGRIA,LLEIDA,5,3472,"11,859,953.00","795,050.00","11,064,903.00",0,"9,955,903.00",0,"9,955,903.00",0,0
2016,25021,ALMENAR,SEGRIA,LLEIDA,5,3472,"9,090,810.00","676,613.00","8,414,197.00",0,"7,300,197.00",0,"7,300,197.00",0,0
2017,25021,ALMENAR,SEGRIA,LLEIDA,5,3472,"11,116,600.00","829,291.00","10,287,309.00",0,"9,209,669.00",0,"9,209,669.00",0,0
2018,25021,ALMENAR,SEGRIA,LLEIDA,5,3472,"6,475,533.00","349,295.00","6,126,238.00",0,"5,106,495.00",0,"5,106,495.00",0,"4,751,276,000.00"
2010,25022,ALOS DE BALAGUER,NOGUERA,LLEIDA,1,4800,SE,SE,SE,SE,SE,SE,SE,SE,SE
2011,25022,ALOS DE BALAGUER,NOGUERA,LLEIDA,1,4800,SE,SE,SE,SE,SE,SE,SE,SE,SE
2012,25022,ALOS DE BALAGUER,NOGUERA,LLEIDA,1,4800,SE,SE,SE,SE,SE,SE,SE,SE,SE
2013,25022,ALOS DE BALAGUER,NOGUERA,LLEIDA,1,4800,SE,SE,SE,SE,SE,SE,SE,SE,SE
2014,25022,ALOS DE BALAGUER,NOGUERA,LLEIDA,1,4800,SE,SE,SE,SE,SE,SE,SE,SE,SE
2015,25022,ALOS DE BALAGUER,NOGUERA,LLEIDA,1,4800,SE,SE,SE,SE,SE,SE,SE,SE,SE
2016,25022,ALOS DE BALAGUER,NOGUERA,LLEIDA,1,4800,SE,SE,SE,SE,SE,SE,SE,SE,SE
2017,25022,ALOS DE BALAGUER,NOGUERA,LLEIDA,1,4800,SE,SE,SE,SE,SE,SE,SE,SE,SE
2018,25022,ALOS DE BALAGUER,NOGUERA,LLEIDA,1,4800,SE,SE,SE,SE,SE,SE,SE,SE,SE
2010,25023,ALPICAT,SEGRIA,LLEIDA,5,469.1,"585,740.00",0,"585,740.00",0,"585,740.00",0,"585,740.00",0,0
2011,25023,ALPICAT,SEGRIA,LLEIDA,5,469.1,"592,260.00",0,"592,260.00",0,"592,260.00",0,"592,260.00",0,0
2012,25023,ALPICAT,SEGRIA,LLEIDA,5,469.1,"530,517.00",0,"530,517.00",0,"530,517.00",0,"530,517.00",0,0
2013,25023,ALPICAT,SEGRIA,LLEIDA,5,469.1,"457,700.00",0,"457,700.00",0,"457,700.00",0,"457,700.00",0,0
2014,25023,ALPICAT,SEGRIA,LLEIDA,4,461.6,"483,651.00",0,"483,651.00",0,"483,651.00",0,"483,651.00",0,0
2015,25023,ALPICAT,SEGRIA,LLEIDA,4,461.6,"415,782.00",0,"415,782.00",0,"415,782.00",0,"415,782.00",0,0
2016,25023,ALPICAT,SEGRIA,LLEIDA,4,461.6,"326,439.00",0,"326,439.00",0,"326,439.00",0,"326,439.00",0,0
2017,25023,ALPICAT,SEGRIA,LLEIDA,4,461.6,"382,536.00",0,"382,536.00",0,"382,536.00",0,"382,536.00",0,0
2018,25023,ALPICAT,SEGRIA,LLEIDA,4,461.6,"249,502.00",0,"249,502.00",0,"249,502.00",0,"249,502.00",0,0
2010,25024,ALT ANEU,PALLARS SOBIRA,LLEIDA,1,558,SE,SE,SE,SE,SE,SE,SE,SE,SE
2011,25024,ALT ANEU,PALLARS SOBIRA,LLEIDA,1,558,SE,SE,SE,SE,SE,SE,SE,SE,SE
2012,25024,ALT ANEU,PALLARS SOBIRA,LLEIDA,1,558,SE,SE,SE,SE,SE,SE,SE,SE,SE
2013,25024,ALT ANEU,PALLARS SOBIRA,LLEIDA,1,558,SE,SE,SE,SE,SE,SE,SE,SE,SE
2014,25024,ALT ANEU,PALLARS SOBIRA,LLEIDA,1,558,SE,SE,SE,SE,SE,SE,SE,SE,SE
2015,25024,ALT ANEU,PALLARS SOBIRA,LLEIDA,1,558,SE,SE,SE,SE,SE,SE,SE,SE,SE
2016,25024,ALT ANEU,PALLARS SOBIRA,LLEIDA,1,558,SE,SE,SE,SE,SE,SE,SE,SE,SE
2017,25024,ALT ANEU,PALLARS SOBIRA,LLEIDA,1,558,SE,SE,SE,SE,SE,SE,SE,SE,SE
2018,25024,ALT ANEU,PALLARS SOBIRA,LLEIDA,1,558,SE,SE,SE,SE,SE,SE,SE,SE,SE
2010,43012,ALTAFULLA,TARRAGONES,TARRAGONA,3,12.3,"21,605.00",0,"21,605.00",0,"21,605.00",0,"21,605.00",0,0
2011,43012,ALTAFULLA,TARRAGONES,TARRAGONA,4,32.3,"27,456.00",0,"27,456.00",0,"27,456.00",0,"27,456.00",0,0
2012,43012,ALTAFULLA,TARRAGONES,TARRAGONA,4,32.3,"58,985.00",0,"58,985.00",0,"58,985.00",0,"58,985.00",0,0
2013,43012,ALTAFULLA,TARRAGONES,TARRAGONA,4,32.3,"58,614.00",0,"58,614.00",0,"58,614.00",0,"58,614.00",0,0
2014,43012,ALTAFULLA,TARRAGONES,TARRAGONA,4,32.3,"56,537.00",0,"56,537.00",0,"56,537.00",0,"56,537.00",0,0
2015,43012,ALTAFULLA,TARRAGONES,TARRAGONA,4,32.3,"55,460.00",0,"55,460.00",0,"55,460.00",0,"55,460.00",0,0
2016,43012,ALTAFULLA,TARRAGONES,TARRAGONA,4,32.3,0,0,0,0,0,0,0,0,0
2017,43012,ALTAFULLA,TARRAGONES,TARRAGONA,4,32.3,0,0,0,0,0,0,0,0,0
2018,43012,ALTAFULLA,TARRAGONES,TARRAGONA,4,32.3,0,0,0,0,0,0,0,0,0
2010,17007,AMER,SELVA,GIRONA,2,6447,SE,SE,SE,SE,SE,SE,SE,SE,SE
2011,17007,AMER,SELVA,GIRONA,2,6447,SE,SE,SE,SE,SE,SE,SE,SE,SE
2012,17007,AMER,SELVA,GIRONA,2,6447,SE,SE,SE,SE,SE,SE,SE,SE,SE
2013,17007,AMER,SELVA,GIRONA,2,6447,SE,SE,SE,SE,SE,SE,SE,SE,SE
2014,17007,AMER,SELVA,GIRONA,2,6447,SE,SE,SE,SE,SE,SE,SE,SE,SE
2015,17007,AMER,SELVA,GIRONA,2,6447,SE,SE,SE,SE,SE,SE,SE,SE,SE
2016,17007,AMER,SELVA,GIRONA,2,6447,SE,SE,SE,SE,SE,SE,SE,SE,SE
2017,17007,AMER,SELVA,GIRONA,2,6447,SE,SE,SE,SE,SE,SE,SE,SE,SE
2018,17007,AMER,SELVA,GIRONA,2,6447,SE,SE,SE,SE,SE,SE,SE,SE,SE
2010,43013,"AMETLLA DE MAR, L'",BAIX EBRE,TARRAGONA,2,6.8,SE,SE,SE,SE,SE,SE,SE,SE,SE
2011,43013,"AMETLLA DE MAR, L'",BAIX EBRE,TARRAGONA,3,95.8,"34,570.00","1,072.00","33,498.00",0,"33,498.00",0,"33,498.00",0,"24,100,000.00"
2012,43013,"AMETLLA DE MAR, L'",BAIX EBRE,TARRAGONA,3,95.8,"83,102.00","10,489.00","72,613.00",0,"72,613.00",0,"72,613.00",0,"73,471,000.00"
2013,43013,"AMETLLA DE MAR, L'",BAIX EBRE,TARRAGONA,3,95.8,"135,632.00","1,098.00","134,534.00",0,"134,534.00",0,"134,534.00",0,"187,080,000.00"
2014,43013,"AMETLLA DE MAR, L'",BAIX EBRE,TARRAGONA,2,91,SE,SE,SE,SE,SE,SE,SE,SE,SE
2015,43013,"AMETLLA DE MAR, L'",BAIX EBRE,TARRAGONA,2,91,SE,SE,SE,SE,SE,SE,SE,SE,SE
2016,43013,"AMETLLA DE MAR, L'",BAIX EBRE,TARRAGONA,2,91,SE,SE,SE,SE,SE,SE,SE,SE,SE
2017,43013,"AMETLLA DE MAR, L'",BAIX EBRE,TARRAGONA,2,91,SE,SE,SE,SE,SE,SE,SE,SE,SE
2018,43013,"AMETLLA DE MAR, L'",BAIX EBRE,TARRAGONA,2,91,SE,SE,SE,SE,SE,SE,SE,SE,SE
2010,8005,"AMETLLA DEL VALLES, L'",VALLES ORIENTAL,BARCELONA,2,15,SE,SE,SE,SE,SE,SE,SE,SE,SE
2011,8005,"AMETLLA DEL VALLES, L'",VALLES ORIENTAL,BARCELONA,2,15,SE,SE,SE,SE,SE,SE,SE,SE,SE
2012,8005,"AMETLLA DEL VALLES, L'",VALLES ORIENTAL,BARCELONA,2,15,SE,SE,SE,SE,SE,SE,SE,SE,SE
2013,8005,"AMETLLA DEL VALLES, L'",VALLES ORIENTAL,BARCELONA,2,15,SE,SE,SE,SE,SE,SE,SE,SE,SE
2014,8005,"AMETLLA DEL VALLES, L'",VALLES ORIENTAL,BARCELONA,2,15,SE,SE,SE,SE,SE,SE,SE,SE,SE
2015,8005,"AMETLLA DEL VALLES, L'",VALLES ORIENTAL,BARCELONA,2,15,SE,SE,SE,SE,SE,SE,SE,SE,SE
2016,8005,"AMETLLA DEL VALLES, L'",VALLES ORIENTAL,BARCELONA,2,15,SE,SE,SE,SE,SE,SE,SE,SE,SE
2017,8005,"AMETLLA DEL VALLES, L'",VALLES ORIENTAL,BARCELONA,2,15,SE,SE,SE,SE,SE,SE,SE,SE,SE
2018,8005,"AMETLLA DEL VALLES, L'",VALLES ORIENTAL,BARCELONA,2,15,SE,SE,SE,SE,SE,SE,SE,SE,SE
2010,43906,"AMPOLLA, L'",BAIX EBRE,TARRAGONA,1,75,SE,SE,SE,SE,SE,SE,SE,SE,SE
2011,43906,"AMPOLLA, L'",BAIX EBRE,TARRAGONA,1,75,SE,SE,SE,SE,SE,SE,SE,SE,SE
2012,43906,"AMPOLLA, L'",BAIX EBRE,TARRAGONA,1,75,SE,SE,SE,SE,SE,SE,SE,SE,SE
2013,43906,"AMPOLLA, L'",BAIX EBRE,TARRAGONA,1,75,SE,SE,SE,SE,SE,SE,SE,SE,SE
2014,43906,"AMPOLLA, L'",BAIX EBRE,TARRAGONA,1,75,SE,SE,SE,SE,SE,SE,SE,SE,SE
2015,43906,"AMPOLLA, L'",BAIX EBRE,TARRAGONA,1,75,SE,SE,SE,SE,SE,SE,SE,SE,SE
2016,43906,"AMPOLLA, L'",BAIX EBRE,TARRAGONA,1,75,SE,SE,SE,SE,SE,SE,SE,SE,SE
2017,43906,"AMPOLLA, L'",BAIX EBRE,TARRAGONA,1,75,SE,SE,SE,SE,SE,SE,SE,SE,SE
2018,43906,"AMPOLLA, L'",BAIX EBRE,TARRAGONA,1,75,SE,SE,SE,SE,SE,SE,SE,SE,SE
2010,43014,AMPOSTA,MONTSIA,TARRAGONA,19,2290,"10,004,628.00","241,000.00","9,763,628.00",0,"9,763,628.00","370,802.00","9,392,826.00",0,"6,522,616,935.00"
2011,43014,AMPOSTA,MONTSIA,TARRAGONA,20,2295,"9,237,821.00","219,320.00","9,018,501.00",0,"9,018,501.00","500,200.00","8,518,301.00",0,"5,783,727,000.00"
2012,43014,AMPOSTA,MONTSIA,TARRAGONA,20,2295,"7,760,527.00","172,000.00","7,588,527.00",0,"7,588,527.00","481,724.00","7,106,803.00",0,"4,519,558,600.00"
2013,43014,AMPOSTA,MONTSIA,TARRAGONA,20,2295,"2,903,363.00","28,863.00","2,874,500.00",0,"2,874,500.00","56,432.00","2,818,068.00",0,"743,462,719.00"
2014,43014,AMPOSTA,MONTSIA,TARRAGONA,20,2295,"2,756,834.00","28,645.00","2,728,189.00",0,"2,728,189.00","56,005.00","2,672,184.00",0,"737,843,537.00"
2015,43014,AMPOSTA,MONTSIA,TARRAGONA,19,1305,"3,327,774.00","44,336.00","3,283,438.00",0,"3,283,438.00","86,685.00","3,196,753.00",0,"1,142,031,251.00"
2016,43014,AMPOSTA,MONTSIA,TARRAGONA,19,1305,0,0,0,0,0,0,0,0,0
2017,43014,AMPOSTA,MONTSIA,TARRAGONA,19,1305,0,0,0,0,0,0,0,0,0
2018,43014,AMPOSTA,MONTSIA,TARRAGONA,19,1305,0,0,0,0,0,0,0,0,0
2010,17008,ANGLES,SELVA,GIRONA,2,1651,SE,SE,SE,SE,SE,SE,SE,SE,SE
2011,17008,ANGLES,SELVA,GIRONA,2,1651,SE,SE,SE,SE,SE,SE,SE,SE,SE
2012,17008,ANGLES,SELVA,GIRONA,2,1651,SE,SE,SE,SE,SE,SE,SE,SE,SE
2013,17008,ANGLES,SELVA,GIRONA,2,1651,SE,SE,SE,SE,SE,SE,SE,SE,SE
2014,17008,ANGLES,SELVA,GIRONA,2,1651,SE,SE,SE,SE,SE,SE,SE,SE,SE
2015,17008,ANGLES,SELVA,GIRONA,2,1651,SE,SE,SE,SE,SE,SE,SE,SE,SE
2016,17008,ANGLES,SELVA,GIRONA,2,1651,SE,SE,SE,SE,SE,SE,SE,SE,SE
2017,17008,ANGLES,SELVA,GIRONA,2,1651,SE,SE,SE,SE,SE,SE,SE,SE,SE
2018,17008,ANGLES,SELVA,GIRONA,2,1651,SE,SE,SE,SE,SE,SE,SE,SE,SE
2010,25027,ANGLESOLA,URGELL,LLEIDA,6,270.9,"554,276.00","4,317.00","549,959.00",0,"549,959.00",0,"549,959.00",0,0
2011,25027,ANGLESOLA,URGELL,LLEIDA,6,270.9,"568,484.00","4,539.00","563,945.00",0,"563,945.00",0,"563,945.00",0,0
2012,25027,ANGLESOLA,URGELL,LLEIDA,8,310.9,"706,344.00","6,260.00","700,084.00",0,"700,084.00",0,"700,084.00",0,0
2013,25027,ANGLESOLA,URGELL,LLEIDA,8,310.9,"664,971.00","5,310.00","659,661.00",0,"659,661.00",0,"659,661.00",0,0
2014,25027,ANGLESOLA,URGELL,LLEIDA,8,310.9,"623,704.00","4,850.00","618,854.00",0,"618,854.00",0,"618,854.00",0,0
2015,25027,ANGLESOLA,URGELL,LLEIDA,8,310.9,"577,905.00","4,215.00","573,690.00",0,"573,690.00",0,"573,690.00",0,0
2016,25027,ANGLESOLA,URGELL,LLEIDA,8,310.9,"204,449.00","4,089.00","200,360.00",0,"200,360.00",0,"200,360.00",0,0
2017,25027,ANGLESOLA,URGELL,LLEIDA,8,310.9,"146,719.00","2,934.00","143,785.00",0,"143,785.00",0,"143,785.00",0,0
2018,25027,ANGLESOLA,URGELL,LLEIDA,8,310.9,"136,524.00","2,730.00","133,794.00",0,"133,794.00",0,"133,794.00",0,0
2010,25029,ARBECA,GARRIGUES,LLEIDA,33,2463.3,"5,581,725.00",0,"5,581,725.00",0,"5,581,725.00","383,463.00","5,198,262.00",0,0
2011,25029,ARBECA,GARRIGUES,LLEIDA,34,2483.3,"5,446,255.00",0,"5,446,255.00",0,"5,446,255.00","319,876.00","5,126,379.00",0,0
2012,25029,ARBECA,GARRIGUES,LLEIDA,34,2483.3,"5,652,636.00",0,"5,652,636.00",0,"5,652,636.00","308,637.00","5,343,999.00",0,0
2013,25029,ARBECA,GARRIGUES,LLEIDA,34,2483.3,"5,181,164.00",0,"5,181,164.00",0,"5,181,164.00","182,343.00","4,998,821.00",0,0
2014,25029,ARBECA,GARRIGUES,LLEIDA,33,2283.3,"4,834,167.00",0,"4,834,167.00",0,"4,834,167.00","151,686.00","4,682,481.00",0,0
2015,25029,ARBECA,GARRIGUES,LLEIDA,33,2283.3,"4,516,521.00",0,"4,516,521.00",0,"4,516,521.00",0,"4,516,521.00",0,0
2016,25029,ARBECA,GARRIGUES,LLEIDA,33,2283.3,0,0,0,0,0,0,0,0,0
2017,25029,ARBECA,GARRIGUES,LLEIDA,33,2283.3,0,0,0,0,0,0,0,0,0
2018,25029,ARBECA,GARRIGUES,LLEIDA,33,2283.3,0,0,0,0,0,0,0,0,0
2010,43016,"ARBOÇ, L'",BAIX PENEDES,TARRAGONA,4,5765.6,"10,618,316.00","20,329.00","10,597,987.00",0,"10,597,987.00","1,078,627.00","9,519,360.00",0,"13,909,640,000.00"
2011,43016,"ARBOÇ, L'",BAIX PENEDES,TARRAGONA,5,5785.6,"11,000,282.00","55,294.00","10,944,988.00",0,"10,944,988.00","1,069,040.00","9,875,948.00",0,"16,626,000,000.00"
2012,43016,"ARBOÇ, L'",BAIX PENEDES,TARRAGONA,4,3945.6,"8,862,056.00","36,000.00","8,826,056.00",0,"8,826,056.00","535,440.00","8,290,616.00",0,"13,825,000,000.00"
2013,43016,"ARBOÇ, L'",BAIX PENEDES,TARRAGONA,3,84.6,"7,188,527.00","32,347.00","7,156,180.00",0,"7,156,180.00",0,"7,156,180.00",0,"11,649,560,000.00"
2014,43016,"ARBOÇ, L'",BAIX PENEDES,TARRAGONA,3,84.6,"121,364.00",0,"121,364.00",0,"121,364.00",0,"121,364.00",0,0
2015,43016,"ARBOÇ, L'",BAIX PENEDES,TARRAGONA,3,84.6,"119,716.00",0,"119,716.00",0,"119,716.00",0,"119,716.00",0,0
2016,43016,"ARBOÇ, L'",BAIX PENEDES,TARRAGONA,3,84.6,0,0,0,0,0,0,0,0,0
2017,43016,"ARBOÇ, L'",BAIX PENEDES,TARRAGONA,3,84.6,0,0,0,0,0,0,0,0,0
2018,43016,"ARBOÇ, L'",BAIX PENEDES,TARRAGONA,3,84.6,0,0,0,0,0,0,0,0,0
2010,17009,ARBUCIES,SELVA,GIRONA,4,181.8,"274,352.00",0,"274,352.00",0,"274,352.00",0,"274,352.00",0,0
2011,17009,ARBUCIES,SELVA,GIRONA,4,181.8,"269,489.00",0,"269,489.00",0,"269,489.00",0,"269,489.00",0,0
2012,17009,ARBUCIES,SELVA,GIRONA,4,181.8,"281,314.00",0,"281,314.00",0,"281,314.00",0,"281,314.00",0,0
2013,17009,ARBUCIES,SELVA,GIRONA,4,181.8,"258,512.00",0,"258,512.00",0,"258,512.00",0,"258,512.00",0,0
2014,17009,ARBUCIES,SELVA,GIRONA,4,181.8,"251,033.00",0,"251,033.00",0,"251,033.00",0,"251,033.00",0,0
2015,17009,ARBUCIES,SELVA,GIRONA,4,181.8,"265,866.00",0,"265,866.00",0,"265,866.00",0,"265,866.00",0,0
2016,17009,ARBUCIES,SELVA,GIRONA,4,181.8,0,0,0,0,0,0,0,0,0
2017,17009,ARBUCIES,SELVA,GIRONA,4,181.8,0,0,0,0,0,0,0,0,0
2018,17009,ARBUCIES,SELVA,GIRONA,4,181.8,0,0,0,0,0,0,0,0,0
2010,8006,ARENYS DE MAR,MARESME,BARCELONA,5,23.6,"23,387.00",0,"23,387.00",0,"23,387.00",0,"23,387.00",0,0
2011,8006,ARENYS DE MAR,MARESME,BARCELONA,6,373.6,"548,406.00",0,"548,406.00",0,"548,406.00",0,"548,406.00",0,0
2012,8006,ARENYS DE MAR,MARESME,BARCELONA,6,373.6,"622,498.00",0,"622,498.00",0,"622,498.00",0,"622,498.00",0,0
2013,8006,ARENYS DE MAR,MARESME,BARCELONA,6,373.6,"616,785.00",0,"616,785.00",0,"616,785.00",0,"616,785.00",0,0
2014,8006,ARENYS DE MAR,MARESME,BARCELONA,5,366.1,"586,736.00",0,"586,736.00",0,"586,736.00",0,"586,736.00",0,0
